127.0.0.1 - - [11/Mar/2024:09:55:46 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:36 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:37 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:44 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:46 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A001 HTTP/1.1" 200 3456
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:50 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:07:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:08:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:08:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:11 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5793
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:11 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:13 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:15 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5793
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:19 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5793
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:20 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5793
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:15:45 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:12 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5072
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:38 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 130
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4005
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:40 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:16:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5072
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:17:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:17:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5072
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:09 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5072
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:18:34 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:20 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 130
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:22 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4005
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:29 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A006 HTTP/1.1" 200 3456
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:39 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4005
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:19:58 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:03 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:03 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:20:18 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5072
